,Pos,No.,Name,Club,Category,Time Taken,Award,Generation,Newcomer,Events,Generation,Ingleborough,Cold Cotes,Whernside,Ribblehead,Pen-y-ghent,Finish
Details/Certificate,317th,46,Christine Fischer,Stirling Bike Club,FV40,04:41:38,Second, , ,1, ,01:13:29,01:36:27,02:41:19,03:10:37,04:16:41,04:41:38
Details/Certificate,318th,525,Carl NelsonStrava,Here Come The Belgians,MV50,04:41:43,Second, , ,12, ,01:07:22,01:27:18,02:33:02,03:00:16,04:15:16,04:41:43
Details/Certificate,319th,508,Alistair Dow,Edinburgh RC,MV50,04:41:46,Second, , ,8, ,01:10:04,01:32:39,02:38:06,03:08:48,04:15:30,04:41:46
Details/Certificate,320th,341,Simon Askham,Leicester Forest CC,MV40,04:42:03,Second, ,N,0, ,01:10:41,01:32:17,02:36:56,03:08:00,04:14:13,04:42:03
Details/Certificate,321st,183,Daniel Ginesi,Saddle Skedaddle,M,04:42:09,Second, , ,2, ,01:09:18,01:28:03,02:36:27,03:02:20,04:19:33,04:42:09
Details/Certificate,322nd,326,Jonathan Carpenter,Ilkley CC,MV40,04:42:13,Second, ,N,0, ,01:09:11,01:29:50,02:35:23,03:04:13,04:15:35,04:42:13
Details/Certificate,323rd,163,Timothy Brown,North Tyneside Riders,M,04:42:23,Second, ,N,0, ,01:06:58,01:31:06,02:30:46,03:03:52,04:10:51,04:42:23
Details/Certificate,324th,144,Tim Spooner,Ilkley Cycles,M,04:42:25,Second, , ,1, ,01:11:25,01:28:32,02:36:42,03:01:11,04:20:19,04:42:25
Details/Certificate,325th,545,John Wilkinson,Ilkley CC,MV50,04:42:27,Second, , ,2, ,01:07:17,01:30:10,02:33:24,03:03:41,04:14:01,04:42:27
Details/Certificate,326th,470,Ben Swain,U/A Lincoln,MV40,04:42:31,Second, ,N,0, ,01:11:22,01:34:00,02:37:38,03:08:30,04:15:35,04:42:31
Details/Certificate,327th,559,Alan Moore,Millom Velo Club,MV50,04:42:37,Second,G, ,5,P/S Alan & Joseph Moore,01:05:57,01:24:06,02:35:15,03:02:26,04:19:19,04:42:37
Details/Certificate,328th,456,Simon Keating,U/A London,MV40,04:42:49,Second, ,N,0, ,01:12:53,01:35:06,02:37:46,03:07:55,04:16:46,04:42:49
Details/Certificate,329th,104,Kaj Scarsbrook,C & N Cycles,M,04:43:00,Second, , ,2, ,01:04:43,01:24:45,02:26:51,02:56:53,04:10:48,04:43:00
Details/Certificate,330th,80,Ryan Middlemiss,U/A Ilkley,MU23,04:43:14,Second,G,N,0,P/S Peter & Ryan Middlemiss,01:14:11,01:40:23,02:43:17,03:11:04,04:17:05,04:43:14
Details/Certificate,331st,556,Daniel McQueenStrava,London Phoenix CC,MV50,04:43:42,Second, , ,1, ,01:01:51,01:24:11,02:26:11,02:59:01,04:07:46,04:43:42
Details/Certificate,332nd,597,Jon Howard,Wakefield Triathlon Club,MV50,04:43:45,Second, , ,6, ,01:10:20,01:31:54,02:36:25,03:07:03,04:16:53,04:43:45
Details/Certificate,333rd,579,Richard Timms,Settle Wheelers,MV50,04:43:55,Second, ,N,0, ,01:07:13,01:25:33,02:32:53,03:08:56,04:20:14,04:43:55
Details/Certificate,334th,332,Andrew Whiteside,Ilkley CC,MV40,04:43:59,Second, , ,2, ,01:08:26,01:30:54,02:36:03,03:06:17,04:17:55,04:43:59
Details/Certificate,335th,325,Timothy Bull,Ilkley CC,MV40,04:44:20,Second, ,N,0, ,01:07:54,01:27:12,02:35:08,03:05:56,04:17:47,04:44:20
Details/Certificate,336th,468,Paul Stockwell,U/A Wakefield,MV40,04:44:31,Second, , ,7, ,01:12:56,01:33:47,02:40:13,03:09:53,04:18:08,04:44:31
Details/Certificate,337th,293,Ian Dunn,Ferryhill Wheelers,MV40,04:44:32,Second, , ,12, ,01:14:12,01:36:15,02:40:24,03:09:39,04:16:41,04:44:32
Details/Certificate,338th,29,Molly Horsley Frost,Vision Racing,FV40,04:44:33,Second, , ,6, ,01:08:54,01:30:36,02:36:41,03:07:53,04:16:19,04:44:33
Details/Certificate,339th,263,Mark Horsley Frost,Buxton CC,MV40,04:44:34,Second, , ,4, ,01:08:50,01:32:15,02:36:30,03:13:09,04:15:46,04:44:34
Details/Certificate,340th,424,Mike Scott,Wharfedale Wheelers,MV40,04:44:35,Second, , ,3, ,01:06:35,01:28:27,02:32:23,03:02:31,04:14:25,04:44:35
Details/Certificate,341st,498,Paul Thornton,Cleveland Wheelers,MV50,04:44:36,Second, ,N,0, ,01:13:00,01:33:23,02:38:17,03:06:40,04:17:41,04:44:36
Details/Certificate,342nd,209,Richard DearingFacebookInstagramStravaPower Of Ten,Velo Club Beverley,M,04:45:27,Second, , ,1, ,01:10:59,01:30:13,02:33:39,03:02:03,04:17:23,04:45:27
Details/Certificate,343rd,644,Richard Sewell,York Cycleworks,MV60,04:45:29,Second,G, ,8,P/S Richard & Callum Sewell,01:11:22,01:34:35,02:39:19,03:10:56,04:18:55,04:45:29
Details/Certificate,344th,400,Steve GelderFacebookStrava,Team Swift,MV40,04:45:42,Second, , ,2, ,01:13:03,01:32:53,02:41:54,03:10:22,04:19:19,04:45:42
Details/Certificate,345th,592,Rich CutsforthFacebookTwitterStrava,Velo Club Beverley,MV50,04:46:01,Second, , ,2, ,01:05:34,01:33:18,02:37:51,03:03:46,04:15:10,04:46:01
Details/Certificate,346th,632,Terence O'Neill,Epic MTB,,,,,,,,,,,,,
Details/Certificate,347th,52,Sarah Barnwell,Dyffryn Conwy MTB,FV50,04:46:21,Second, , ,3, ,01:11:10,01:32:17,02:38:10,03:07:13,04:19:06,04:46:21
Details/Certificate,348th,111,Dean Penfold,Cestria Cycles RT,M,04:46:54,Second, , ,1, ,00:58:18,01:15:39,02:17:36,02:56:08,04:05:07,04:46:54
Details/Certificate,349th,311,Russell Gordon,Holmfirth Cycling Club,MV40,04:47:30,Second, ,N,0, ,01:13:11,01:34:59,02:39:39,03:08:29,04:18:44,04:47:30
Details/Certificate,350th,281,Les Barker,Cyclewise Academy,MV40,04:47:34,Second, , ,3, ,01:11:44,01:31:11,02:39:49,03:08:06,04:21:00,04:47:34
Details/Certificate,351st,585,Peter Basler,Süpercycling Baden,,,,,,,,,,,,,
Details/Certificate,352nd,517,Timothy Evans,Harrogate Nova,MV50,04:47:46,Second,G, ,10,P/S Timothy Evans & Edwyn Oliver-Evans,01:11:38,01:33:08,02:37:18,03:10:19,04:17:58,04:47:46
Details/Certificate,353rd,9,Beth HodgeTwitterInstagram,Dulwich Paragon CC,F,04:48:12,Second, , ,1, ,01:14:39,01:35:02,02:41:30,03:10:23,04:21:13,04:48:12
Details/Certificate,354th,423,Steven Welch,Welland Valley CC,MV40,04:48:48,Second, ,N,0, ,01:11:51,01:33:02,02:40:12,03:10:13,04:19:06,04:48:48
Details/Certificate,355th,507,Robert Bloor,Edinburgh RC,MV50,04:48:50,Second, ,N,0, ,01:01:39,01:20:59,02:25:57,02:57:54,03:57:06,04:48:50
Details/Certificate,356th,253,Jonathan Whiteside,Ben Wyvis Cycle Club,MV40,04:48:52,Second, , ,1, ,01:08:30,01:31:44,02:36:08,03:09:03,04:17:56,04:48:52
Details/Certificate,357th,122,Keelan Serjeant,Hafren Cycling Club,M,04:48:54,Second, ,N,0, ,01:12:16,01:34:34,02:41:37,03:10:56,04:19:54,04:48:54
Details/Certificate,358th,543,Neil Rollins,Ilkley CC,MV50,04:48:58,Second, ,N,0, ,01:09:59,01:30:58,02:37:08,03:09:32,04:21:25,04:48:58
Details/Certificate,359th,74,Raphael Sun,Team WNT,MU23,04:49:00,Second, , ,1, ,01:04:06,01:24:36,02:24:46,02:52:20,04:00:06,04:49:00
Details/Certificate,360th,467,Peter Spencer,U/A Brierfield,,,,,,,,,,,,,
Details/Certificate,361st,620,Andrew Porter,U/A Skipton,MV50,04:49:12,Second, , ,2, ,01:13:33,01:35:05,02:42:23,03:11:41,04:22:14,04:49:12
Details/Certificate,362nd,473,Nigel Tuley,U/A Skipton,MV40,04:49:13,Second, ,N,0, ,01:13:26,01:32:57,02:39:34,03:08:04,04:23:28,04:49:13
Details/Certificate,363rd,257,Neil Wilkinson,Billy Redmayne Racing,MV40,04:49:23,Second, ,N,0, ,01:09:15,01:29:15,02:36:11,03:04:34,04:21:36,04:49:23
Details/Certificate,364th,229,Edward Holey,U/A Harrogate,M,04:49:24,Second, ,N,0, ,01:10:31,01:35:56,02:39:15,03:09:35,04:18:43,04:49:24
Details/Certificate,365th,605,Piers BarberStrava,U/A Keighley,MV50,04:49:49,Second, , ,1, ,01:11:12,01:32:00,02:39:24,03:09:02,04:23:00,04:49:49
Details/Certificate,366th,36,Emma OsentonFacebookTwitterInstagram,Kinesis - Morvelo,FV40,04:50:41,Second, , ,3, ,01:13:12,01:39:35,02:43:41,03:17:30,04:22:16,04:50:41
Details/Certificate,367th,246,Darren Swales,AlbaRosa CC,MV40,04:50:43,Second, ,N,0, ,01:12:45,01:37:08,02:39:31,03:13:05,04:22:58,04:50:43
Details/Certificate,368th,623,Alastair Silver,U/A Cockermouth,MV50,04:51:26,Second, ,N,0, ,01:10:08,01:30:13,02:43:10,03:12:09,04:23:16,04:51:26
Details/Certificate,369th,524,Sandy Meek,Here Come The Belgians,MV50,04:51:30,Second, , ,3, ,01:03:17,01:23:10,02:24:10,02:51:21,04:02:33,04:51:30
Details/Certificate,370th,205,Neil Harris,Tri2o,M,04:51:33,Second, ,N,0, ,01:09:41,01:31:43,02:36:14,03:07:10,04:20:08,04:51:33
Details/Certificate,371st,387,Garry Cockroft,Shibden CC,MV40,04:51:36,Second, , ,3, ,01:11:58,01:31:54,02:39:25,03:14:34,04:23:40,04:51:36
Details/Certificate,372nd,624,Michael Spencer,U/A Scunthorpe,MV50,04:52:00,Second, , ,8, ,01:11:04,01:32:58,02:39:41,03:10:13,04:21:02,04:52:00
Details/Certificate,373rd,271,Martin Price,Calder Clarion,MV40,04:52:03,Second, , ,3, ,01:12:48,01:32:54,02:36:46,03:04:47,04:24:50,04:52:03
Details/Certificate,374th,86,Allister MacSorley,Apollo Cycling Team,M,04:52:40,Second,G, ,5,P/S Fred & Allister MacSorley,01:16:53,01:36:52,02:46:04,03:13:58,04:26:32,04:52:40
Details/Certificate,375th,505,Andrew Simpson,Doncaster Wheelers CC,MV50,04:52:42,Second, , ,2, ,01:09:19,01:33:46,02:39:19,03:10:07,04:25:11,04:52:42
Details/Certificate,376th,591,Mark Whitaker,Todmorden Harriers,MV50,04:53:37,Second, , ,14, ,01:13:43,01:36:11,02:42:22,03:12:56,04:24:54,04:53:37
Details/Certificate,377th,504,Gary Hardie,Cyclewise Altura,MV50,04:53:39,Second, , ,12, ,01:11:25,01:32:12,02:38:18,03:11:24,04:26:15,04:53:39
Details/Certificate,378th,486,Darren ParsonsFacebook,Bici-Pazzo RT,MV50,04:53:58,Second, ,N,0, ,01:10:57,01:35:45,02:40:08,03:14:01,04:24:37,04:53:58
Details/Certificate,379th,573,David Clark,Richmond CC,MV50,04:54:00,Second, , ,11, ,01:08:46,01:30:56,02:36:17,03:05:20,04:22:54,04:54:00
Details/Certificate,380th,553,Mike Sheldrake,Leicester Forest CC,MV50,04:54:04,Second, ,N,0, ,01:08:40,01:29:53,02:32:09,03:02:18,04:23:20,04:54:04
Details/Certificate,381st,250,Nicholas Knight,Basildon CC,MV40,04:54:06,Second, , ,1, ,01:12:10,01:36:15,02:41:58,03:13:52,04:23:07,04:54:06
Details/Certificate,382nd,534,Andy Whitworth,Huddersfield RC / Salamander Fabrications,MV50,04:54:11,Second, , ,24, ,01:11:18,01:34:29,02:42:54,03:13:38,04:24:36,04:54:11
Details/Certificate,383rd,50,Nicola Davies,Beacon Wheelers,FV50,04:54:21,Second, , ,8, ,01:11:12,01:32:31,02:39:20,03:11:00,04:23:25,04:54:21
Details/Certificate,384th,475,Dominic Wilson,U/A London,MV40,04:54:35,Second, ,N,0, ,01:07:32,01:36:03,02:37:27,03:15:09,04:18:08,04:54:35
Details/Certificate,385th,118,Ronan Kearney,Epic MTB,,,,,,,,,,,,,
Details/Certificate,386th,349,Duncan Humphreys,Malton Wheelers,MV40,04:54:47,Second, , ,20, ,01:14:06,01:34:45,02:42:35,03:11:16,04:27:01,04:54:47
Details/Certificate,387th,206,James Balding,Twenty3c CC,M,04:56:22,Second, , ,1, ,01:10:54,01:33:54,02:39:28,03:12:55,04:25:09,04:56:22
Details/Certificate,388th,191,Tom Blankenstein,SR Albannach,M,04:56:54,Second, ,N,0, ,01:06:20,01:26:37,02:37:26,03:06:38,04:27:23,04:56:54
Details/Certificate,389th,513,Richard Ibberson,Fleet Feet Knoxville Racing - TN USA,MV50,04:56:55,Second, ,N,0, ,01:12:16,01:36:41,02:42:39,03:16:15,04:26:14,04:56:55
Details/Certificate,390th,44,Jill EcclestonFacebookTwitterInstagramStrava,Settle Wheelers / Run Bike Fun,FV40,04:56:58,Second, , ,4, ,01:13:49,01:34:15,02:43:08,03:13:03,04:29:11,04:56:58
Details/Certificate,391st,292,Rupert Finn,Fat Boys,MV40,04:57:04,Second, , ,1, ,01:14:41,01:35:02,02:43:53,03:12:20,04:29:13,04:57:04
Details/Certificate,392nd,447,Peter Fink,U/A Hoefen,,,,,,,,,,,,,
Details/Certificate,393rd,549,Richard Ballantine,Keighley & Craven AC,MV50,04:57:07,Second, , ,8, ,01:13:33,01:36:31,02:46:20,03:14:57,04:28:55,04:57:07
Details/Certificate,394th,485,James Wright,Berkhamsted Cycling Club,MV50,04:57:17,Second, ,N,0, ,01:14:15,01:36:42,02:44:00,03:15:51,04:29:16,04:57:17
Details/Certificate,395th,474,Seamus WhiteFacebookTwitterStravaPower Of Ten,U/A Leek,MV40,04:57:19,Second, ,N,0, ,01:12:39,01:35:15,02:40:44,03:12:42,04:26:15,04:57:19
Details/Certificate,396th,463,Matt PriceStrava,U/A Duffield,MV40,04:57:20,Second, , ,2, ,01:11:29,01:34:04,02:38:29,03:08:58,04:31:14,04:57:20
Details/Certificate,397th,8,Heather Tuffs,Clifton CC / Haxby Cycles,F,04:57:25,Second, , ,5, ,01:05:36,01:30:25,02:27:09,03:00:01,04:18:32,04:57:25
Details/Certificate,398th,366,Ben Reidy,Pedalworks Performance Team,MV40,04:57:27,Second, ,N,0, ,01:14:08,01:36:35,02:43:14,03:15:50,04:27:23,04:57:27
Details/Certificate,399th,527,Mark Ferguson,High Peak Cycles,MV50,04:57:45,Second, , ,15, ,01:20:40,01:43:40,02:49:31,03:19:09,04:32:55,04:57:45
Details/Certificate,400th,478,Roger LockleyFacebook,54 Eleven RT,MV50,04:57:47,Second, , ,1, ,01:12:28,01:33:57,02:43:14,03:13:48,04:28:14,04:57:47
Details/Certificate,401st,10,Kathrine Sharp,Hope Factory Racing,F,04:57:48,Second, ,N,0, ,01:15:32,01:36:59,02:45:35,03:15:58,04:30:02,04:57:48
Details/Certificate,402nd,384,Stuart Blackburn,Seacroft Wheelers,MV40,04:58:08,Second, , ,25, ,01:10:48,01:30:47,02:45:22,03:12:58,04:30:16,04:58:08
Details/Certificate,403rd,228,Erkki Hedenborg,U/A Helsinki,M,04:58:09,Second, ,N,0, ,01:14:54,01:34:48,02:44:41,03:14:01,04:29:45,04:58:09
Details/Certificate,404th=,629,Gary Little,Ashfield RC,MV60,04:58:13,Second, ,N,0, ,01:13:05,01:37:04,02:43:24,03:18:44,04:29:11,04:58:13
Details/Certificate,404th=,465,Robert Richardson,U/A Bolton,MV40,04:58:13,Second, , ,2, ,01:10:03,01:29:36,02:39:12,03:08:17,04:33:13,04:58:13
Details/Certificate,406th,495,Donald Gray,Cardiff JIF/Cyclopaedia,MV50,04:58:58,Second, , ,8, ,01:13:30,01:37:26,02:45:04,03:17:27,04:29:07,04:58:58
Details/Certificate,407th,249,Andrew Bonwick,Basildon CC,MV40,04:59:07,Second, , ,1, ,01:10:45,01:33:04,02:38:04,03:19:06,04:31:08,04:59:07
Details/Certificate,408th,342,Richard BellStrava,Leicester Forest CC,MV40,04:59:21,Second, , ,2, ,01:09:28,01:29:21,02:35:54,03:19:16,04:32:27,04:59:21
Details/Certificate,409th,586,Philip Wadsworth,Swaledale Outdoor Club,MV50,04:59:22,Second, , ,7, ,01:12:35,01:36:03,02:42:45,03:12:39,04:28:33,04:59:22
Details/Certificate,410th,481,Russ ForsdickTwitterStrava,Ashfield RC,MV50,04:59:25,Second, , ,1, ,01:14:47,01:36:35,02:48:55,03:18:05,04:32:18,04:59:25
Details/Certificate,411th,24,Amber Southern,U/A Thirsk,F,04:59:49,Second, ,N,0, ,01:13:52,01:36:42,02:42:40,03:14:17,04:27:11,04:59:49
Details/Certificate,412th,296,Peter WellockStrava,Forest Side Riders,MV40,04:59:52,Second, , ,2, ,01:13:58,01:36:46,02:45:40,03:17:57,04:31:24,04:59:52
Details/Certificate,413th,343,Richard Jackson,Leicester Forest CC,MV40,04:59:59,Second, ,N,0, ,01:11:01,01:33:01,02:41:50,03:13:36,04:29:22,04:59:59
Details/Certificate,414th,500,Daniel Doncaster,Cycle Club Ashwell,MV50,05:00:34,Merit, , ,4, ,01:15:44,01:38:38,02:46:27,03:20:40,04:31:58,05:00:34
Details/Certificate,415th,461,Eddie Mills,U/A Burton-in-Lonsdale,MV40,05:01:04,Merit, ,N,0, ,01:13:18,01:33:00,02:43:03,03:11:16,04:29:30,05:01:04
Details/Certificate,416th,414,Ian Burke,VC Sevale,,,,,,,,,,,,,
Details/Certificate,417th,227,Tom Hebditch,U/A Otley,M,05:01:38,Merit, , ,1, ,01:11:48,01:33:36,02:39:48,03:17:02,04:32:14,05:01:38
Details/Certificate,418th,239,James Tiffany,U/A Otley,M,05:01:39,Merit, , ,1, ,01:11:16,01:33:42,02:38:45,03:17:04,04:30:40,05:01:39
Details/Certificate,419th,313,Mark Beaumont,Hope Factory Racing,MV40,05:01:53,Merit, , ,3, ,01:10:23,01:28:49,02:54:15,03:22:20,04:36:44,05:01:53
Details/Certificate,420th,609,Paul Dann,U/A Lincoln,MV50,05:02:06,Merit, , ,7, ,01:15:42,01:40:32,02:48:10,03:20:56,04:32:22,05:02:06
Details/Certificate,421st,405,Paul Lewis,The Bulls,MV40,05:03:00,Merit, ,N,0, ,01:12:00,01:33:14,02:41:08,03:10:36,04:33:56,05:03:00
Details/Certificate,422nd,222,Robert Coppock,U/A Northwich,M,05:03:32,Merit, ,N,0, ,01:09:52,01:30:07,02:40:39,03:10:28,04:36:13,05:03:32
Details/Certificate,423rd,615,Jim Londesborough,U/A Swadlincote,MV50,05:03:50,Merit, , ,6, ,01:16:13,01:40:15,02:46:53,03:16:29,04:34:18,05:03:50
Details/Certificate,424th,41,Alison Rushton,Ribble Valley Juniors,FV40,05:03:55,Merit, ,N,0, ,01:12:19,01:33:16,02:39:24,03:16:22,04:33:48,05:03:55
Details/Certificate,425th,567,James Cullen,Otley CC / Chevin Cycles,MV50,05:04:00,Merit, , ,5, ,01:09:23,01:35:37,02:42:54,03:18:11,04:30:50,05:04:00
Details/Certificate,426th,30,Sue Fisher,Chinley Churners Cycling Club,FV40,05:04:01,Merit, , ,3, ,01:17:20,01:39:02,02:50:36,03:20:15,04:36:18,05:04:01
Details/Certificate,427th,55,Brenda Callander,Stirling Bike Club,FV50,05:04:42,Merit, , ,1, ,01:13:47,01:37:43,02:44:40,03:19:11,04:33:00,05:04:42
Details/Certificate,428th,265,Nick Everington,C & N Cycles,MV40,05:06:00,Merit, ,N,0, ,01:15:25,01:39:21,02:44:59,03:18:06,04:34:39,05:06:00
Details/Certificate,429th,472,Brian Tomlinson,U/A Bristol,MV40,05:06:17,Merit, , ,1, ,01:14:51,01:36:52,02:46:11,03:17:40,04:36:36,05:06:17
Details/Certificate,430th,81,Tom Renwick,U/A Austwick,MU23,05:06:41,Merit, , ,1, ,01:08:30,01:28:23,02:38:51,03:16:32,04:35:54,05:06:41
Details/Certificate,431st,416,Peter HarrisonFacebookTwitterStrava,Velo Club Lincoln,MV40,05:06:49,Merit, ,N,0, ,01:15:35,01:39:37,02:48:28,03:21:00,04:34:01,05:06:49
Details/Certificate,432nd,102,Robert Morris,Bowland Fell Runners,M,05:07:19,Merit, ,N,0, ,01:18:46,01:40:36,02:51:13,03:20:44,04:38:10,05:07:19
Details/Certificate,433rd,637,Stephen Gath,Selby CC,MV60,05:07:23,Merit,G, ,24,P/S Stephen & Craig Gath,01:14:19,01:37:22,02:46:24,03:19:05,04:36:28,05:07:23
Details/Certificate,434th,31,Tabitha RendallTwitter,Club Cyclopark,FV40,05:07:57,Merit, , ,3, ,01:15:54,01:38:30,02:49:29,03:20:30,04:38:24,05:07:57
Details/Certificate,435th,422,Adrian KillworthFacebook,Welland Valley CC,MV40,05:08:01,Merit, , ,7, ,01:20:19,01:44:05,02:55:48,03:28:24,04:41:26,05:08:01
Details/Certificate,436th,484,Rob Ford,Beeline Bicycles RT,MV50,05:08:07,Merit, ,N,0, ,01:09:44,01:31:07,02:36:47,03:13:52,04:37:44,05:08:07
Details/Certificate,437th,4,Gemma TowellFacebook,All Terrain Cycles Ride in Peace,F,05:08:29,Merit, , ,1, ,01:17:17,01:42:53,02:51:50,03:26:36,04:39:24,05:08:29
Details/Certificate,438th,147,James Robb,Islington CC,M,05:08:52,Merit, ,N,0, ,01:13:15,01:39:25,02:44:52,03:16:20,04:36:24,05:08:52
Details/Certificate,439th,439,Pete AylwardTwitter,U/A Newbury,MV40,05:08:53,Merit, , ,1, ,01:16:02,01:37:41,02:45:58,03:17:12,04:41:52,05:08:53
Details/Certificate,440th,493,Peter Davis,Buxton cc,MV50,05:09:01,Merit, , ,1, ,01:17:53,01:40:23,02:51:48,03:21:10,04:37:48,05:09:01
Details/Certificate,441st,593,Davie Graham,Velo Club Moulin,MV50,05:09:08,Merit, , ,2, ,01:13:36,01:36:48,02:44:01,03:15:26,04:37:54,05:09:08
Details/Certificate,442nd,391,Stephen HanniganFacebookTwitterInstagramStrava,Skipton Cycling Club,MV40,05:09:11,Merit, , ,1, ,01:10:38,01:33:00,02:43:42,03:18:15,04:38:08,05:09:11
Details/Certificate,443rd,569,Andrew Moxon,Otley CC / Chevin Cycles,MV50,05:09:13,Merit, , ,9, ,01:14:57,01:36:34,02:48:23,03:20:46,04:39:42,05:09:13
Details/Certificate,444th,397,Paul Ingram,SYTri Shrewsbury Triathlon,MV40,05:09:35,Merit, ,N,0, ,01:12:06,01:34:59,02:40:09,03:11:06,04:31:18,05:09:35
Details/Certificate,445th,240,David Vukomanovic,U/A London,M,05:09:53,Merit, ,N,0, ,01:13:38,01:34:05,02:38:33,03:31:08,04:41:21,05:09:53
Details/Certificate,446th=,17,Helen GormanTwitter,Stirling Bike Club,F,05:11:03,Merit, ,N,0, ,01:17:04,01:42:29,02:52:36,03:28:40,04:42:11,05:11:03
Details/Certificate,446th=,547,Robert Leslie Burns,Islabikes,MV50,05:11:03,Merit, , ,5, ,01:18:05,01:40:44,02:49:55,03:18:59,04:37:44,05:11:03
Details/Certificate,448th,136,Alistair Hanna,Howgill Harriers,M,05:11:06,Merit, ,N,0, ,01:12:03,01:34:26,02:42:50,03:23:53,04:40:19,05:11:06
Details/Certificate,449th,336,Phil Greenup,Kendal CC,MV40,05:11:08,Merit, ,N,0, ,01:18:54,01:42:32,02:54:24,03:26:08,04:43:47,05:11:08
Details/Certificate,450th,529,Tom Watt,Histon MTB,MV50,05:11:26,Merit, , ,4, ,01:08:12,01:31:19,02:37:19,03:23:49,04:36:25,05:11:26
Details/Certificate,451st,279,Daniel Hall,Cycle Club Ashwell,MV40,05:12:29,Merit, ,N,0, ,01:17:57,01:42:10,02:50:44,03:26:30,04:41:06,05:12:29
Details/Certificate,452nd,499,Adrian LordTwitterStrava,Condor Road Club,MV50,05:12:30,Merit, , ,7, ,01:16:05,01:39:46,02:54:15,03:29:15,04:44:51,05:12:30
Details/Certificate,453rd,273,Craig Standage,Cardiff JIF/Cyclopaedia,MV40,05:13:05,Merit, , ,7, ,01:18:06,01:37:14,02:53:40,03:20:53,04:47:50,05:13:05
Details/Certificate,454th,598,Marc Henderson,Welland Valley CC,MV50,05:13:15,Merit, , ,1, ,01:15:36,01:38:30,02:47:46,03:20:38,04:39:29,05:13:15
Details/Certificate,455th,39,Andrea Rodgers,Norton Wheelers,FV40,05:13:35,Merit,G, ,14,P/D Dave Halman & Andrea Rogers,01:15:04,01:37:57,02:49:21,03:28:28,04:41:13,05:13:35
Details/Certificate,456th,516,Dave Burns,Harrogate Nova,MV50,05:13:49,Merit, , ,3, ,01:12:24,01:34:47,02:45:49,03:18:21,04:42:38,05:13:49
Details/Certificate,457th,552,Alan BontoftTwitterStrava,Leicester Forest CC,MV50,05:14:32,Merit, , ,1, ,01:15:19,01:38:41,02:52:53,03:24:55,04:45:06,05:14:32
Details/Certificate,458th,157,Anthony Marsh,Maldon & District CC,M,05:14:57,Merit, ,N,0, ,01:06:03,01:25:02,02:25:34,03:21:25,04:31:15,05:14:57
Details/Certificate,459th=,57,Elizabeth Clayton,Stirling Bike Club & Lichfield City CC,FV50,05:15:08,Merit, , ,1, ,01:16:56,01:42:27,02:54:39,03:28:36,04:43:18,05:15:08
Details/Certificate,459th=,371,Gary Bees,Plymouth Corinthians,MV40,05:15:08,Merit, ,N,0, ,01:15:40,01:40:35,02:53:59,03:29:30,04:46:53,05:15:08
Details/Certificate,461st,224,Rob Drake,U/A Bromley,M,05:15:24,Merit, ,N,0, ,01:15:31,01:38:06,02:48:40,03:22:24,04:45:39,05:15:24
Details/Certificate,462nd,617,Neil McLaughlinTwitterStrava,Harrogate Nova,MV50,05:16:20,Merit, ,N,0, ,01:16:58,01:40:17,02:52:14,03:26:29,04:45:19,05:16:20
Details/Certificate,463rd,356,Nick Garside,Nebo Ridge - Indianapolis USA,MV40,05:16:22,Merit, ,N,0, ,01:17:05,01:41:18,02:48:59,03:23:15,04:42:50,05:16:22
Details/Certificate,464th,502,Richard LawrenceStrava,Cycle Club Ashwell,MV50,05:16:39,Merit, , ,1, ,01:18:34,01:42:13,02:55:05,03:30:30,04:48:08,05:16:39
Details/Certificate,465th,18,Samantha Burman,Team WNT,F,05:16:56,Merit, , ,2, ,01:20:45,01:42:59,02:54:16,03:30:09,04:46:52,05:16:56
Details/Certificate,466th,301,Chipps ChippendaleFacebookTwitterInstagram,grit.cx,MV40,05:16:58,Merit, , ,8, ,01:18:24,01:43:22,02:55:50,03:28:19,04:46:30,05:16:58
Details/Certificate,467th,196,Grant HillTwitterInstagramStrava,Team 18bikes,M,05:16:59,Merit, ,N,0, ,01:20:28,01:47:24,02:55:58,03:33:43,04:45:40,05:16:59
Details/Certificate,468th,340,Steven BowmanTwitterInstagram,KTM Impsport RT,MV40,05:17:19,Merit, , ,1, ,01:20:47,01:42:24,02:56:56,03:28:35,04:45:50,05:17:19
Details/Certificate,469th,571,Allan Greenwood,Paul Milnes Cycles / Bradford Olympic RC,MV50,05:17:21,Merit, , ,21, ,01:18:43,01:43:30,02:55:05,03:28:13,04:45:34,05:17:21
Details/Certificate,470th,536,Richard Edwards,Huddersfield Star Wheelers,MV50,05:17:28,Merit,G, ,5,P/S Richard & Tobias Edwards,01:15:55,01:39:35,02:51:21,03:26:02,04:46:57,05:17:28
Details/Certificate,471st,530,Jonathan Waugh,Holmfirth Cycling Club,MV50,05:18:02,Merit, , ,2, ,01:13:06,01:37:35,02:43:53,03:29:44,04:44:23,05:18:02
Details/Certificate,472nd,378,Andrew Male,Ridgeway Cycles,MV40,05:18:31,Merit, ,N,0, ,01:15:14,01:47:55,02:56:39,03:32:00,04:49:38,05:18:31
